A7-A5,A9-A7,A11-A9,A14-A11,A16-A14,A20s-A16,A20e-A20s,A24-A20e,A26-A24,A28s-A26,A28e-A28s,B4s-A28e,B4e-B4s,B5-B4e,B7-B5,B9s-B7,B9e-B9s,B10s-B9e,B10e-B10s,B11s-B10e,B11e-B11s
73799,18001,3600,3600,3600,14400,1800,0,1800,18000,3600,0,5400,0,7200,9000,5400,3600,9000,64799,0
82799,10801,18000,75600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
32399,57601,3600,3600,3600,1800,7200,0,1800,27000,3600,0,3600,0,14400,1800,5400,1800,5400,30599,0
10799,82801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,12600,44999,0,0,0
32399,59401,3600,3600,3600,16200,1800,0,1800,34800,3600,3000,5400,35999,59401,0,5400,0,5400,16199,0
1800,5400,3600,3600,3600,7199,0,7201,1800,31200,1200,44999,0,46801,14400,0,5400,1800,5400,12599,0
64799,27001,3600,3600,3600,1800,1800,1800,1800,23400,3600,0,5400,0,5400,0,5400,1800,5400,77399,0
7199,1,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
64799,28801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,14400,10799,0,0,0
46799,45001,3600,3600,3600,1800,1800,1800,1800,21600,3600,0,3600,0,9000,16200,5400,3600,5400,41399,0
64799,28801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,6000,0,4800
25199,66601,3600,3600,3600,1800,1800,1800,1800,27000,3600,0,5400,0,9000,5400,5400,3600,5400,23399,0
48599,43201,3600,3600,3600,1800,1800,1800,1800,23400,3600,0,3600,0,23400,0,5400,1800,5400,44999,0
35999,57601,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,14400,68399,0,0,0
8999,82801,3600,3600,3600,10800,1800,0,1800,28800,3600,0,5400,0,10800,3600,5400,1800,5400,86399,0
21599,72001,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
35999,57601,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
64799,28801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
7199,84601,3600,3600,3600,0,3600,0,7200,82800,3600,0,3600,0,5400,0,14400,43199,0,0,0
71999,20701,3600,3600,3600,0,3600,0,1800,0,3600,0,3600,0,7500,0,6000,3600,3600,21599,0
48599,43201,3600,3600,3600,0,3600,1800,1800,0,3600,0,3600,0,7200,0,5400,84600,7200,86399,0
64799,28801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,14400,10799,0,0,0
600,4800,3600,3600,3600,16200,1800,1800,1800,21600,1800,0,7200,0,16200,0,5400,1800,5400,84599,0
32399,59401,3600,3600,3600,1800,1800,1800,1800,32400,3600,0,3600,0,9000,1800,3600,1800,3600,35999,0
46799,46801,0,3600,3600,0,7200,0,3600,0,3600,0,3600,0,7200,0,5400,84600,5400,0,1800
600,4800,3600,3600,3600,18000,1800,1800,1800,23400,1800,0,3600,0,7200,0,5400,7200,5400,71999,0
7199,1,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
64799,28801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,5400
35999,55801,3600,3600,3600,3600,1800,0,1800,32400,3600,0,5400,0,14400,0,5400,1800,5400,30599,0
32399,59401,3600,3600,3600,16200,1800,0,1800,32400,3600,0,5400,0,12600,0,3600,3600,5400,16199,0
35999,57601,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
57599,36001,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
600,4800,3600,3600,3600,5400,1800,1800,1800,27000,1800,0,7200,0,21600,0,5400,1800,5400,44999,0
66599,27601,3600,3600,3600,0,1200,2400,1800,19800,81000,1200,7200,0,16200,0,5400,1800,5400,77399,0
900,5100,3600,3600,3600,15600,1800,0,1800,28800,1800,0,5400,0,9000,0,5400,5400,5400,32399,0
7199,1,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
600,4800,3600,3600,3600,0,1800,1800,1800,18000,1800,0,7200,0,21600,0,5400,1800,5400,44999,0
900,5700,3600,3600,3600,15000,1800,0,1800,30600,1800,0,3600,0,9000,0,5400,5400,5400,32399,0
48599,43201,3600,3600,3600,600,1200,1800,1800,0,1800,0,3600,0,16200,600,5400,3600,5700,76499,0
64799,25201,3600,3600,3600,0,1800,2100,1800,0,3300,0,3600,0,7200,0,4800,1200,4800,19799,0
64799,28801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
7199,82801,3600,3600,3600,600,1800,1200,1800,0,3600,1800,3600,0,7200,600,4200,1200,4200,47399,0
10799,82801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,14400,43199,0,0,0
64799,28801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,14400,10799,0,0,0
3599,1801,3600,3600,3600,0,3600,1800,1800,0,3600,0,3600,0,7200,0,5400,1800,5400,39599,0
35999,57601,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,14400,68399,0,0,0
7199,1,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
35999,57601,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
82799,10801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
10799,79201,3600,3600,3600,9000,1800,0,1800,32400,1800,0,5400,0,19800,0,5400,1800,7200,82799,0
35999,57601,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,25200,0,5400,0,4500,0,4500
35999,57601,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
10799,81001,3600,3600,3600,1800,1800,1800,1800,0,3600,0,5400,0,10800,3600,7200,43199,0,0,0
35999,57601,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,14400,68399,0,0,0
82799,10801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
7199,1,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
600,4800,3600,3600,3600,5400,1800,0,1800,37800,1800,0,5400,0,14400,0,5400,3600,12600,21599,0
900,4500,3600,3600,3600,10800,1800,0,1800,30600,1800,64799,0,28801,7200,0,5400,7200,5400,32399,0
64799,28801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
35999,57601,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,14400,68399,0,0,0
21599,68401,3600,3600,3600,0,3600,1800,1800,0,3600,0,3600,0,7200,1800,7200,0,3600,59399,0
35999,57601,3600,3600,3600,0,3600,0,3600,0,3600,28800,3600,0,7200,0,5400,0,5400,0,3600
7199,1,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,1800,3600,0,5400,0,3600
64799,28801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
7199,1,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
7199,1,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
1800,5400,3600,3600,3600,16200,1800,0,1800,23400,1800,12599,0,79201,14400,0,5400,3600,5400,64799,0
52199,39601,3600,3600,3600,600,1200,1200,1800,0,2400,600,3000,0,2400,300,5700,2400,6000,8399,0
82799,10801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
35999,57601,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,14400,68399,0,0,0
46799,45001,3600,3600,3600,1800,1800,1800,1800,16200,3600,0,3600,0,10800,7200,5400,1800,5400,55799,0
23399,72001,3600,3600,3600,900,1200,600,1800,0,2400,0,3600,0,7500,7800,5400,3600,7200,47999,0
10799,82801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,14400,43199,0,0,0
1800,5400,3600,3600,3600,9000,1800,1800,1800,21600,1800,0,3600,0,21600,1800,5400,1800,5400,44999,0
35999,57601,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
64799,28801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
7199,1,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
600,9000,3600,3600,3600,13800,1800,1800,1800,23400,1800,14399,0,79201,16200,0,5400,3600,5400,62999,0
79199,10801,3600,3600,3600,0,1800,1800,1800,0,1800,1800,3600,0,7200,0,4800,1200,4800,34199,0
7199,1,3600,3600,3600,600,3600,1200,3600,1800,3600,0,3600,0,7200,0,3600,1800,3600,1800,3600
35999,54001,3600,3600,3600,600,1800,1200,1800,0,3600,1800,3600,1200,6000,600,4200,1200,4200,76199,0
35999,57601,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
21599,72001,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,1800,7200
53999,39601,3600,3600,3600,0,1800,1800,1800,0,3600,0,3600,0,7200,0,3600,1800,5400,5399,0
35999,57601,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,14400,68399,0,0,0
82799,10801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,14400,0,5400,0,5400,0,3600
7199,1,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
71999,19801,3600,3600,3600,12600,1200,600,1800,19800,3600,0,3600,0,7200,9000,5400,1800,5400,70199,0
17999,72001,3600,3600,3600,1200,1800,1800,1800,0,4200,0,3600,0,5400,0,5400,1800,5400,57599,0
10799,82801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,10800,46799,0,0,0
10799,82801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,10800,46799,0,0,0
1200,6000,3600,3600,3600,9000,1800,1800,1800,23400,1800,14399,0,79201,10800,0,5400,1800,5400,70199,0
10799,82801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,14400,43199,0,0,0
36599,57601,3600,3600,3600,7200,1800,3600,0,30600,1800,0,7200,0,3600,1800,5400,3600,5400,32399,0
17999,73801,21600,72000,3600,1800,1800,1800,1800,30600,3600,0,5400,0,14400,0,5400,3600,5400,12599,0
35999,57601,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
64799,25201,3600,3600,3600,600,1800,1200,1800,0,3600,1800,3600,0,7200,600,4800,600,4200,18599,0
600,4800,3600,3600,3600,16200,1800,1800,1800,32400,1800,0,3600,0,10800,0,5400,7200,7200,10799,0
64799,28801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,14400,10799,0,0,0
39599,54001,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,12600,73799,0,0,0
80999,10801,3600,3600,3600,0,1800,1800,1800,14400,3600,84600,3600,0,16200,0,5400,3600,3600,10799,0
35999,54001,3600,3600,3600,0,1800,1800,1800,0,3600,0,3600,0,5400,0,5400,1200,5400,77999,0
35999,57601,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,14400,68399,0,0,0
25199,66601,3600,3600,3600,1800,1800,1800,1800,28800,3600,0,5400,0,14400,0,5400,3600,5400,21599,0
64799,28801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,14400,10799,0,0,0
26999,64801,3600,3600,3600,0,3600,1800,1800,0,3600,0,3600,0,7200,0,5400,0,5400,64799,0
64799,28801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,14400,10799,0,0,0
35999,55801,3600,3600,3600,7200,1800,0,1800,28800,3600,0,3600,0,12600,5400,5400,1800,5400,28799,0
7199,1,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
600,4800,3600,3600,3600,8999,0,7801,3000,30600,1800,43199,0,50401,14400,21599,0,73801,5400,7199,0
900,10800,3600,3600,3600,900,1800,0,1800,39600,1800,0,3600,0,14400,1800,5400,3600,5400,43199,0
64799,28801,3600,3600,3600,1800,1800,1800,1800,18000,3600,0,5400,0,9000,10800,3600,3600,7200,64799,0
35999,57601,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
7199,1,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
35999,57601,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,14400,68399,0,0,0
35999,57601,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
43199,48601,3600,3600,3600,3600,1800,1800,1800,23400,3600,0,5400,0,19800,0,5400,1800,5400,39599,0
8999,82801,3600,3600,3600,1800,1800,1800,1800,27000,3600,0,5400,0,10800,7200,5400,3600,5400,3599,0
7199,1,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
75599,18001,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
7199,1,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,10800,43199,0,0,0
10799,82801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,14400,43199,0,0,0
70199,23401,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,3600,0,5400,0,3600,25199,0
900,4500,3600,3600,3600,16200,1800,0,1800,25200,1800,0,7200,0,18000,0,5400,1800,5400,82799,0
7199,1,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
35999,57601,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
35999,57601,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,14400,68399,0,0,0
64799,28801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,14400,10799,0,0,0
14399,1,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
14399,79201,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
86399,5401,3600,3600,3600,5400,1800,1800,1800,25200,3600,0,3600,0,12600,0,5400,0,9000,86399,0
32399,57601,3600,3600,3600,1800,1800,1800,1800,5400,3600,0,3600,0,12600,3600,5400,3600,5400,53999,0
53999,39601,3600,3600,3600,7200,1800,1800,1800,28800,3600,0,3600,0,10800,7200,3600,1800,3600,46799,0
64799,28801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
35999,57601,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,5400
64799,28801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,3600,0,10800,17999,0,0,0
82799,9601,3600,3600,3600,600,2400,1800,1800,7200,3600,85500,4500,0,9000,0,5400,2400,5400,22799,0
64799,28801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
35999,57601,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,14400,68399,0,0,0
10799,82801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,10800,46799,0,0,0
64799,28801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
1799,3601,3600,3600,3600,0,1800,0,1800,36000,3600,0,5400,0,7200,3600,5400,1800,5400,86399,0
82799,9001,3600,3600,3600,1800,1800,1800,1800,34200,3600,0,5400,0,9000,7200,5400,3600,5400,71999,0
35999,57601,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,25200,0,5400,0,5400,0,3600
28799,63001,3600,3600,3600,1800,1800,1800,1800,23400,3600,0,3600,0,10800,7200,5400,1800,5400,30599,0
82799,9001,3600,3600,3600,1800,1800,1800,1800,30600,3600,0,3600,0,7200,0,7200,3600,7200,82799,0
64799,28801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
64799,28801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
21599,70201,3600,3600,3600,1800,1800,1800,1800,25200,3600,0,9000,0,12600,0,5400,1800,5400,21599,0
32399,57601,3600,3600,3600,0,1800,1800,1800,0,3600,0,3600,0,3600,0,3600,3600,3600,77399,0
35999,57601,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
1800,4800,3600,3600,3600,13200,1800,0,1800,32400,1800,0,5400,0,18000,0,5400,1800,5400,44999,0
1799,3601,3600,3600,3600,10800,1800,0,1800,21600,3600,0,5400,0,10800,3600,5400,3600,7200,82799,0
84599,12601,3600,3600,3600,0,3600,0,1800,0,3600,0,3600,0,10800,0,3600,3600,3600,28799,0
600,6000,3600,3600,3600,9600,1800,1800,1800,30600,1800,0,4800,0,18600,0,5400,1800,5400,26999,0
43199,48601,3600,3600,3600,1800,1800,1800,1800,30600,3600,0,5400,0,9000,5400,5400,3600,5400,37799,0
28799,64801,3600,3600,3600,0,3600,0,1800,0,3600,0,5400,0,9000,1800,5400,5400,3600,57599,0
64799,28801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
35999,57601,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
35999,57601,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,14400,68399,0,0,0
64799,28801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
32399,59401,3600,3600,3600,1800,1800,23400,1800,0,3600,0,5400,0,7200,5400,5400,3600,5400,37799,0
35999,57601,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,43200,50400,14400,68399,0,0,0
7199,1,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
35999,57601,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,12600,70199,0,0,0
64799,28801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,14400,10799,0,0,0
7199,1,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
35999,57601,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
21599,72001,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
64799,28801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,84600,7200,0,3600
